,Title,Release Date,Price,Rating
420,Animus Harbinger,7th Nov 2019,£7.99,6.67
421,Animus: Revenant,10th Jun 2021,£21.99,0.0
422,Animus: Stand Alone,24th Dec 2018,£7.99,3.33
423,Aniquilation,28th Jul 2022,£11.69,5.0
424,Ankh Guardian - Treasure of the Demon's Temple,4th Jul 2019,£5.89,3.33
425,Ankora: Lost Days,15th Sep 2022,£13.49,6.67
426,Anna's Quest,29th Jun 2021,£16.99,7.1
427,Anno: Mutationem,1st Sep 2022,£19.79,7.83
428,Anode,17th Aug 2019,£2.99,0.0
429,Anodyne,28th Feb 2019,£8.99,6.33
430,Anodyne 2: Return to Dust,18th Feb 2021,£19.99,7.13
431,Another Lost Phone: Laura's Story,26th Apr 2018,£5.39,7.31
432,Another Sight,23rd Jul 2019,£35.99,6.88
433,Another Tomorrow,7th Apr 2023,£9.99,0.0
434,Another World,9th Jul 2018,£8.99,7.43
435,AnShi,22nd Feb 2021,£13.49,0.0
436,Ant-Gravity: Tiny's Adventure,28th May 2020,£0.89,3.33
437,Antarctica 88,24th Feb 2022,£5.99,0.0
438,Anthill,24th Oct 2019,£8.99,6.82
439,Antigravity Racing,9th Mar 2023,£7.99,0.0
440,Antiquia Lost,16th Nov 2017,£11.69,6.4
441,Antonball Deluxe,28th Sep 2021,£11.39,6.23
442,AntVentor,24th Jun 2020,£7.99,7.17
443,Anuchard,21st Apr 2022,£10.79,6.87
444,Anyaroth: The Queen's Tyranny,23rd Mar 2023,£13.49,6.67
445,AO Tennis 2,9th Jan 2020,£48.69,6.88
446,Aokana: Four Rhythm Across the Blue,21st Aug 2020,£24.99,8.33
447,Ape Out,28th Feb 2019,£13.49,8.61
448,Aperion Cyberstorm,8th Feb 2018,£7.99,6.65
449,Apex Legends,9th Mar 2021,£0.00,5.13
450,Apico,8th Jul 2022,£14.99,7.18
451,Apocalipsis Wormwood Edition,10th Jan 2019,£4.49,6.67
452,Apocryph,14th Mar 2019,£11.99,6.5
453,Apparition,13th Nov 2020,£8.99,4.6
454,Apple Knight,8th Sep 2021,£8.99,3.33
455,Apple Slash,30th Jul 2021,£4.99,6.46
456,Apré Lapli (After the rain),20th Oct 2022,£8.29,3.33
457,Apsulov: End of Gods,2nd Sep 2021,£26.99,0.0
458,Aqua Kitty UDX,15th Feb 2018,£6.49,7.58
459,Aqua Lungers,4th Jun 2020,£12.99,6.87
460,Aqua Moto Racing Utopia,24th Nov 2017,£31.49,5.4
461,Aqua TV,25th Oct 2018,£8.99,5.67
462,Aquadine,26th Aug 2022,£19.99,0.0
463,Aquarist,10th Oct 2022,£8.99,6.67
464,Ara Fell Enhanced Edition,26th Mar 2020,£16.19,7.86
465,Aragami - Shadow Edition,21st Feb 2019,£24.99,6.77
466,Aragami 2,10th Nov 2022,£34.99,3.33
467,Arc of Alchemist,6th Feb 2020,£35.99,4.81
468,Arcade Archives 10-Yard Fight,2nd May 2018,£6.29,3.33
469,Arcade Archives 64th. Street,29th Oct 2020,£6.29,0.0
470,Arcade Archives Alpha Mission,25th Oct 2018,£6.29,0.0
471,Arcade Archives Alpine Ski,30th May 2019,£6.29,0.0
472,Arcade Archives Arabian,8th Oct 2020,£6.29,0.0
473,Arcade Archives Argus,30th Aug 2018,£6.29,0.0
474,Arcade Archives Armed F,28th Mar 2019,£6.29,0.0
475,Arcade Archives Assault,29th Sep 2022,£6.29,0.0
476,Arcade Archives Athena,13th Dec 2018,£6.29,0.0
477,Arcade Archives Atomic Robo-Kid,15th Nov 2018,£6.29,0.0
478,Arcade Archives Baraduke,10th Nov 2022,£6.29,0.0
479,Arcade Archives Bells & Whistles,16th Jan 2020,£6.29,0.0
480,Arcade Archives Ben Bero Beh,1st Oct 2020,£6.29,0.0
481,Arcade Archives Bio-Ship Paladin,5th Aug 2021,£6.29,0.0
482,Arcade Archives Black Heart,4th Nov 2021,£6.29,0.0
483,Arcade Archives Block Hole,21st Jan 2021,£6.29,0.0
484,Arcade Archives Bomb Jack,24th Jan 2019,£6.29,0.0
485,Arcade Archives Bonze Adventure,23rd Mar 2023,£6.29,0.0
486,Arcade Archives Bubble Bobble,29th Dec 2022,£6.29,0.0
487,Arcade Archives Burger Time,30th Jul 2020,£6.29,0.0
488,Arcade Archives Burnin' Rubber,24th Sep 2020,£6.29,0.0
489,Arcade Archives Buta san,16th May 2019,£6.29,0.0
490,Arcade Archives Chack'n Pop,21st Jul 2022,£6.29,0.0
491,Arcade Archives Champion Wrestler,8th Sep 2022,£6.29,0.0
492,Arcade Archives Circus Charlie,6th Aug 2020,£6.29,0.0
493,Arcade Archives City Connection,19th Jul 2018,£6.29,0.0
494,Arcade Archives Clu Clu Land,28th Jun 2019,£6.29,0.0
495,Arcade Archives Contra,3rd Sep 2020,£6.29,0.0
496,Arcade Archives Cosmo Police Galivan,14th Jan 2021,£6.29,0.0
497,Arcade Archives Crazy Climber,8th Feb 2018,£6.29,3.33
498,Arcade Archives Crazy Climber2,28th May 2020,£6.29,0.0
499,Arcade Archives Crime Fighters,18th Mar 2021,£6.29,3.33
500,Arcade Archives Cybattler,18th Feb 2021,£6.29,0.0
501,Arcade Archives Dangerous Seed,17th Feb 2022,£6.29,0.0
502,Arcade Archives Darius,6th Oct 2022,£6.29,0.0
503,Arcade Archives Darwin 4078,15th Jul 2021,£6.29,0.0
504,Arcade Archives Dig Dug,4th Aug 2022,£6.29,0.0
505,Arcade Archives Don Doko Don,24th Feb 2023,£6.29,0.0
506,Arcade Archives Donkey Kong,15th Jun 2018,£6.29,7.83
507,Arcade Archives Donkey Kong 3,5th Apr 2019,£6.29,0.0
508,Arcade Archives Donkey Kong Jr.,21st Dec 2018,£6.29,3.33
509,Arcade Archives Double Dragon,18th Jan 2018,£6.29,6.67
510,Arcade Archives Double Dragon II The Revenge,6th Dec 2018,£6.29,3.33
511,Arcade Archives Dragon Buster,9th Dec 2021,£6.29,0.0
512,Arcade Archives Dragon Saber,14th Jul 2022,£6.29,0.0
513,Arcade Archives Dragon Spirit,3rd Mar 2022,£6.29,0.0
514,Arcade Archives Earth Defense Force,17th Sep 2020,£6.29,0.0
515,Arcade Archives Elevator Action,14th Mar 2019,£6.29,0.0
516,Arcade Archives Empire City: 1931,24th Mar 2022,£6.29,0.0
517,Arcade Archives Excitebike,21st Sep 2018,£6.29,3.33
518,Arcade Archives Exerion,9th Jan 2020,£6.29,0.0
519,Arcade Archives Fighting Hawk,6th May 2022,£6.29,0.0
520,Arcade Archives Flak Attack,9th Apr 2020,£6.29,0.0
521,Arcade Archives Flipull,26th May 2022,£6.29,0.0
522,Arcade Archives Formation Z,19th Mar 2020,£6.29,0.0
523,Arcade Archives Frisky Tom,15th Apr 2021,£6.29,0.0
524,Arcade Archives Frogger,12th Dec 2019,£6.29,0.0
525,Arcade Archives Front Line,14th Feb 2019,£6.29,0.0
526,Arcade Archives Galaga,5th Jan 2023,£6.29,0.0
527,Arcade Archives Galaxian,24th Nov 2022,£6.29,0.0
528,Arcade Archives Gaplus,21st Apr 2022,£6.29,0.0
529,Arcade Archives Gemini Wing,10th Sep 2020,£6.29,0.0
530,Arcade Archives Golf,25th Oct 2019,£6.29,0.0
531,Arcade Archives Gradius,9th Jul 2020,£6.29,0.0
532,Arcade Archives Gradius III,24th Dec 2020,£6.29,0.0
533,Arcade Archives Green Beret,26th Nov 2020,£6.29,0.0
534,Arcade Archives Grobda,16th Feb 2023,£6.29,0.0
535,Arcade Archives Guerrilla War,25th Feb 2021,£6.29,0.0
536,Arcade Archives Gun and Frontier,12th Aug 2022,£6.29,0.0
537,Arcade Archives Gunnail,13th Jan 2022,£6.29,0.0
538,Arcade Archives Guzzler,13th May 2021,£6.29,0.0
539,Arcade Archives Hacha Mecha Fighter,3rd Jun 2021,£6.29,0.0
540,Arcade Archives Halley's Comet,28th Jan 2021,£6.29,0.0
541,Arcade Archives Haunted Castle,1st Apr 2021,£6.29,3.33
542,Arcade Archives Heroic Episode,22nd Feb 2018,£6.29,3.33
543,Arcade Archives Highway Race,24th Feb 2022,£6.29,0.0
544,Arcade Archives Hopping Mappy,20th Jan 2022,£6.29,0.0
545,Arcade Archives Hyper Sports,28th Nov 2019,£6.29,0.0
546,Arcade Archives Ice Climber,22nd Feb 2019,£6.29,0.0
547,Arcade Archives Ikari III -The Rescue-,26th Mar 2020,£6.29,0.0
548,Arcade Archives Ikari Warriors,7th Mar 2019,£6.29,0.0
549,Arcade Archives Ikki,24th May 2018,£6.29,0.0
550,Arcade Archives Image Fight,23rd May 2019,£6.29,0.0
551,Arcade Archives In the Hunt,21st Nov 2019,£6.29,3.33
552,Arcade Archives Itazura Tenshi,4th Nov 2022,£6.29,0.0
553,Arcade Archives Kangaroo,16th Jul 2020,£6.29,0.0
554,Arcade Archives Karate Champ,3rd Oct 2019,£6.29,3.33
555,Arcade Archives Kid Niki Radical Ninja,25th Jan 2018,£6.29,3.33
556,Arcade Archives Kid's Horehore Daisakusen,9th Aug 2018,£6.29,0.0
557,Arcade Archives Kiki Kaikai,12th Mar 2020,£6.29,0.0
558,Arcade Archives Koutetsu Yousai Strahl,22nd Jul 2020,£6.29,0.0
559,Arcade Archives Kurikinton,13th Aug 2021,£6.29,0.0
560,Arcade Archives Legend of Makai,4th Mar 2021,£6.29,0.0
561,Arcade Archives Libble Rabble,11th Nov 2021,£6.29,0.0
562,Arcade Archives Lightning Fighters,20th Aug 2020,£6.29,0.0
563,Arcade Archives Liquid Kids,2nd Dec 2021,£6.29,0.0
564,Arcade Archives Magical Speed,9th Feb 2023,£6.29,0.0
565,Arcade Archives Magmax,7th May 2020,£6.29,0.0
566,Arcade Archives Mappy,21st Oct 2021,£6.29,0.0
567,Arcade Archives Mario Bros.,27th Sep 2017,£6.29,6.46
568,Arcade Archives Markham,10th Dec 2020,£6.29,0.0
569,Arcade Archives Metal Black,17th Nov 2022,£6.29,0.0
570,Arcade Archives Metal Hawk,22nd Dec 2022,£6.29,0.0
571,Arcade Archives Mirai Ninja,16th Dec 2021,£6.29,0.0
572,Arcade Archives Moon Cresta,31st Jan 2019,£6.29,3.33
573,Arcade Archives Moon Patrol,22nd Mar 2018,£6.29,3.33
574,Arcade Archives Motos,9th Jun 2022,£6.29,0.0
575,Arcade Archives Mr. Goemon,31st Oct 2019,£6.29,0.0
576,Arcade Archives Mutant Night,30th Dec 2021,£6.29,0.0
577,Arcade Archives Naughty Boy,4th Jun 2020,£6.29,0.0
578,Arcade Archives New Rally-X,3rd Feb 2022,£6.29,0.0
579,Arcade Archives Ninja Gaiden,9th May 2019,£6.29,3.33
580,Arcade Archives Ninja Kazan,4th Feb 2021,£6.29,0.0
581,Arcade Archives Ninja Kid,5th Apr 2018,£6.29,3.33
582,Arcade Archives Ninja Spirit,4th Jul 2019,£6.29,0.0
583,Arcade Archives Ninja-Kid II,22nd Oct 2018,£6.29,0.0
584,Arcade Archives NOVA2001,29th Jul 2021,£6.29,0.0
585,Arcade Archives Omega Fighter,26th Jul 2018,£6.29,6.67
586,Arcade Archives Ordyne,27th Oct 2022,£6.29,0.0
587,Arcade Archives P-47,2nd Jul 2020,£6.29,0.0
588,Arcade Archives P.O.W. Prisoners of War,5th Mar 2020,£6.29,3.33
589,Arcade Archives Pac and Pal,1st Sep 2022,£6.29,0.0
590,Arcade Archives Pac-Land,7th Apr 2022,£6.29,0.0
591,Arcade Archives Pac-Man,24th Sep 2021,£6.29,0.0
592,Arcade Archives Pac-Mania,8th Dec 2022,£6.29,0.0
593,Arcade Archives Penguin-Kun Wars,2nd Jan 2020,£6.29,0.0
594,Arcade Archives Pettan Pyuu,5th Nov 2020,£6.29,0.0
595,Arcade Archives Phelios,2nd Feb 2023,£6.29,0.0
596,Arcade Archives Phozon,25th Nov 2021,£6.29,0.0
597,Arcade Archives Pinball,30th Aug 2019,£6.29,0.0
598,Arcade Archives Pirate Pete,10th Jun 2021,£6.29,0.0
599,Arcade Archives Pistol Daimyo No Bouken,27th Jan 2022,£6.29,0.0
600,Arcade Archives Plus Alpha,16th Apr 2020,£6.29,0.0
601,Arcade Archives Pooyan,13th Jun 2019,£6.29,0.0
602,Arcade Archives Pop Flamer,9th Sep 2021,£6.29,0.0
603,Arcade Archives Pro Tennis World Court,12th May 2022,£6.29,0.0
604,Arcade Archives Psycho Soldier,25th Apr 2019,£6.29,0.0
605,Arcade Archives Punch-Out!!,30th Mar 2018,£6.29,7.5
606,Arcade Archives Qix,10th Mar 2022,£6.29,3.33
607,Arcade Archives Rabio Lepus,7th Jul 2022,£6.29,0.0
608,Arcade Archives Radical Radial,14th May 2020,£6.29,0.0
609,Arcade Archives Raiden,1st Jul 2021,£6.29,6.67
610,Arcade Archives Raider5,21st May 2020,£6.29,0.0
611,Arcade Archives Raimais,18th Nov 2021,£6.29,0.0
612,Arcade Archives Rally-X,14th Oct 2021,£6.29,0.0
613,Arcade Archives Renegade,28th Jun 2018,£6.29,4.97
614,Arcade Archives Rezon,6th Apr 2023,£6.29,0.0
615,Arcade Archives Road Fighter,25th Jul 2019,£6.29,0.0
616,Arcade Archives Rod Land,7th Jan 2021,£6.29,3.33
617,Arcade Archives Roller Jammer,28th Jul 2022,£6.29,0.0
618,Arcade Archives Rolling Thunder,17th Mar 2022,£6.29,0.0
619,Arcade Archives Rompers,15th Sep 2022,£6.29,0.0
620,Arcade Archives Route 16,29th Nov 2018,£6.29,0.0
621,Arcade Archives Rygar,13th Sep 2018,£6.29,0.0
622,Arcade Archives Saboten Bombers,8th Apr 2021,£6.29,3.33
623,Arcade Archives Saint Dragon,6th Feb 2020,£6.29,0.0
624,Arcade Archives Salamander,27th Feb 2020,£6.29,0.0
625,Arcade Archives Sasuka VS Commander,13th Feb 2020,£6.29,0.0
626,Arcade Archives Sea Fighter Poseidon,8th Jul 2021,£6.29,0.0
627,Arcade Archives Seicross,17th Jun 2021,£6.29,0.0
628,Arcade Archives Senjyo,12th Jan 2023,£6.29,0.0
629,Arcade Archives Shanghai III,31st Dec 2020,£6.29,0.0
630,Arcade Archives Shingen Samurai-Fighter,24th Jun 2021,£6.29,0.0
631,Arcade Archives Shusse Ozumo,11th Jul 2019,£6.29,0.0
632,Arcade Archives Sky Kid,28th Oct 2021,£6.29,0.0
633,Arcade Archives Sky Kid DX,2nd Mar 2023,£6.29,0.0
634,Arcade Archives Sky Skipper,20th Jul 2018,£6.29,6.67
635,Arcade Archives Soccer,23rd Oct 2020,£6.29,0.0
636,Arcade Archives Soldam,16th Sep 2021,£6.29,0.0
637,Arcade Archives Soldier Girl Amazon,23rd Jun 2022,£6.29,0.0
638,Arcade Archives Solomon's Key,6th Jun 2019,£6.29,3.33
639,Arcade Archives Space Seeker,16th Jun 2022,£6.29,0.0
640,Arcade Archives Star Force,1st Mar 2018,£6.29,3.33
641,Arcade Archives Sunset Riders,11th Jun 2020,£6.29,6.67
642,Arcade Archives Super Cobra,15th Oct 2020,£6.29,0.0
643,Arcade Archives Super Dodge Ball,27th Aug 2020,£6.29,0.0
644,Arcade Archives Super Pac-Man,6th Jan 2022,£6.29,0.0
645,Arcade Archives Super Punch-Out!!,14th Aug 2020,£6.29,3.33
646,Arcade Archives T.N.K III,7th Nov 2019,£6.29,0.0
647,Arcade Archives Tank Force,19th Jan 2023,£6.29,0.0
648,Arcade Archives Task Force Harrier,20th May 2021,£6.29,0.0
649,Arcade Archives Tecmo Bowl,30th Jan 2020,£6.29,0.0
650,Arcade Archives Terra Cresta,10th May 2018,£6.29,3.33
651,Arcade Archives Terra Force,2nd May 2019,£6.29,0.0
652,Arcade Archives Tetris The Grand Master,1st Dec 2022,£6.29,0.0
653,Arcade Archives The Astyanax,6th May 2021,£6.29,0.0
654,Arcade Archives The Fairyland Story,3rd Dec 2020,£6.29,0.0
655,Arcade Archives The Genji and the Heike Clans,7th Oct 2021,£6.29,0.0
656,Arcade Archives The Legend of Kage,10th Oct 2019,£6.29,0.0
657,Arcade Archives The Legend of Valkyrie,14th Apr 2022,£6.29,0.0
658,Arcade Archives The NewZealand Story,26th Jan 2023,£6.29,0.0
659,Arcade Archives The Ninja Warriors,18th Jul 2019,£6.29,3.33
660,Arcade Archives The Return of Ishtar,22nd Sep 2022,£6.29,0.0
661,Arcade Archives The Tin Star,2nd Apr 2020,£6.29,0.0
662,Arcade Archives The Tower of Druaga,2nd Jun 2022,£6.29,0.0
663,Arcade Archives Thunder Ceptor II,16th Mar 2023,£6.29,0.0
664,Arcade Archives Thunder Cross,11th Feb 2021,£6.29,0.0
665,Arcade Archives Thunder Cross II,28th Apr 2021,£6.29,0.0
666,Arcade Archives Thunder Dragon,11th Mar 2021,£6.29,0.0
667,Arcade Archives Thunder Dragon 2,10th Feb 2022,£6.29,0.0
668,Arcade Archives Time Pilot,11th Apr 2019,£6.29,0.0
669,Arcade Archives Time Pilot '84,27th May 2021,£6.29,0.0
670,Arcade Archives Time Tunnel,19th Sep 2019,£6.29,0.0
671,Arcade Archives Touki Denshou Angel Eyes,20th Oct 2022,£6.29,0.0
672,Arcade Archives Toy Pop,13th Oct 2022,£6.29,0.0
673,Arcade Archives Track & Field,12th Sep 2019,£6.29,3.33
674,Arcade Archives Traverse USA,30th Nov 2017,£6.29,3.33
675,Arcade Archives Trio the Punch,19th May 2022,£6.29,0.0
676,Arcade Archives Tube Panic,23rd Apr 2020,£6.29,0.0
677,Arcade Archives Turbo Force,9th Mar 2023,£6.29,0.0
678,Arcade Archives TwinBee,5th Dec 2019,£6.29,0.0
679,Arcade Archives Typhoon,22nd Apr 2021,£6.29,0.0
680,Arcade Archives Typhoon Gal,30th Sep 2021,£6.29,0.0
681,Arcade Archives Urban Champion,9th Nov 2018,£6.29,0.0
682,Arcade Archives Usaaf Mustang,2nd Sep 2021,£6.29,0.0
683,Arcade Archives Vandyke,19th Aug 2021,£6.29,0.0
684,Arcade Archives Vendetta,21st Jul 2021,£6.29,3.33
685,Arcade Archives Victory Road,1st Aug 2019,£6.29,0.0
686,Arcade Archives Vigilante,5th Sep 2019,£6.29,3.33
687,Arcade Archives VS. Balloon Fight,27th Dec 2019,£6.29,0.0
688,Arcade Archives VS. Baseball,19th Jun 2020,£6.29,0.0
689,Arcade Archives VS. Castlevania,17th Oct 2019,£6.29,3.33
690,Arcade Archives VS. Gradius,15th Aug 2019,£6.29,0.0
691,Arcade Archives VS. Mah-Jong,21st Feb 2020,£6.29,0.0
692,Arcade Archives VS. Super Mario Bros.,22nd Dec 2017,£6.29,7.15
693,Arcade Archives VS. Tennis,18th Dec 2020,£6.29,0.0
694,Arcade Archives VS. Wrecking Crew,1st May 2020,£6.29,0.0
695,Arcade Archives Vulcan Venture,12th Nov 2020,£6.29,0.0
696,Arcade Archives Water Ski,22nd Aug 2019,£6.29,0.0
697,Arcade Archives Wild Western,20th Jun 2019,£6.29,0.0
698,Arcade Archives Wiz,25th Jun 2020,£6.29,0.0
699,Arcade Archives Wonder Momo,31st Mar 2022,£6.29,0.0
700,Arcade Archives X Multiply,8th Aug 2019,£6.29,0.0
701,Arcade Archives Xevious,24th Sep 2021,£6.29,0.0
702,Arcade Archives Xexex,23rd Dec 2021,£6.29,3.33
703,Arcade Archives XX Mission,23rd Jan 2020,£6.29,0.0
704,Arcade Archives Yie Ar Kung-Fu,14th Nov 2019,£6.29,3.33
705,Arcade Archives Youkai Douchuki,28th Apr 2022,£6.29,0.0
706,Arcade Archives Zero Team,19th Nov 2020,£6.29,6.67
707,Arcade Archives: Super Volleyball,25th Aug 2022,£6.29,0.0
708,Arcade Machine: Clown Hunt,20th Jan 2023,£2.29,0.0
709,Arcade Machine: Gopher's Revenge,11th Nov 2022,£2.29,0.0
710,Arcade Paradise,11th Aug 2022,£15.99,8.2
711,Arcade Space Shooter 2 in 1,17th Jun 2021,£3.59,3.33
712,Arcade Spirits,30th Apr 2020,£19.99,7.63
713,Arcade Spirits: The New Challengers,27th May 2022,£16.99,6.67
714,Arcadia Fallen,5th Jan 2022,£18.89,3.33
715,Arcaea,18th May 2021,£34.99,3.33
716,Arcane Arts Academy,4th Jun 2021,£6.99,0.0
717,Arcane Vale,31st Mar 2023,£5.89,3.33
718,Arcanoid Breakout,12th Jan 2021,£4.99,0.0
719,Archaica: The Path Of Light,24th Apr 2020,£13.49,7.75
720,Archery Blast,17th Apr 2021,£3.99,0.0
721,Archery Club,29th Oct 2021,£8.99,0.0
722,Archery Escape,25th Jun 2022,£2.99,0.0
723,Archlion Saga,18th Jul 2019,£4.49,5.83
724,Archvale,2nd Dec 2021,£11.99,8.2
725,Arctictopia,24th Nov 2022,£4.99,0.0
726,Are you Smarter than a 5th Grader?,23rd Aug 2022,£24.99,5.83
727,Area 86,11th Nov 2020,£8.99,6.0
728,Arena of Valor,25th Sep 2018,£0.00,7.75
729,Arenas of Tanks,19th Aug 2022,£4.99,0.0
730,Aria Chronicle,8th Jul 2021,£28.12,0.0
731,Arietta of Spirits,20th Aug 2021,£17.99,7.0
732,Arise: A Simple Story - Definitive Edition,28th Apr 2022,£17.99,7.97
733,Ark: Dinosaur Discovery,9th Nov 2022,£8.99,0.0
734,Ark: Survival Evolved,30th Nov 2018,£44.99,4.0
735,Arkan: The dog adventurer,30th Jun 2021,£4.49,0.0
736,Arkanoid - Eternal Battle,27th Oct 2022,£24.99,7.55
737,Arkham Horror: Mother's Embrace,23rd Mar 2021,£17.99,6.67
738,Armed 7 DX,14th May 2020,£6.29,3.33
739,Armed Emeth,2nd Sep 2021,£13.49,3.33
740,Armed to the Gears,25th Nov 2021,£10.90,6.67
741,Armello,27th Sep 2018,£14.99,8.21
742,ARMS,16th Jun 2017,£49.99,7.89
743,Around the World,16th Jun 2022,£8.99,0.0
744,Arrest of a stone Buddha,21st May 2020,£13.49,6.72
745,Arsonist Heaven,27th Jul 2022,£4.49,0.0
746,Art of Balance,4th Oct 2018,£7.99,6.67
747,art of rally,12th Aug 2021,£19.49,7.42
748,Art Sqool,19th Nov 2020,£8.99,6.67
749,Artifact Adventure Gaiden,6th Jun 2019,£8.09,3.33
750,Artsy Pixel,26th Jul 2022,£5.89,0.0
751,Ary and the Secret of Seasons,1st Sep 2020,£34.99,6.32
752,As Far as the Eye,28th Apr 2022,£18.89,2.67
753,Ascendance,9th May 2019,£5.99,6.67
754,Ascendant Hearts,30th Jan 2020,£8.99,3.33
755,Asdivine Cross,22nd Apr 2021,£13.49,6.67
756,Asdivine Dios,4th Jul 2019,£11.69,0.0
757,Asdivine Hearts,12th Apr 2018,£11.69,6.75
758,Asdivine Hearts II,24th Jan 2019,£11.69,6.33
759,Asdivine Kamura,7th Nov 2019,£13.49,6.67
760,Asdivine Menace,5th Sep 2019,£11.69,0.0
761,Asdivine Saga,30th Sep 2021,£13.49,3.33
762,Ash of Gods: Redemption,31st Jan 2020,£15.99,5.33
763,Ashen,19th Dec 2019,£31.99,7.78
764,Ashland Dossier,27th Apr 2022,£9.99,0.0
765,Ashwalkers,10th Mar 2022,£15.49,5.83
766,ASMR Journey - Jigsaw Puzzle,13th Jul 2021,£3.59,0.0
767,Asobu Tights,22nd Apr 2021,£16.09,0.0
768,Asphalt 9: Legends,8th Oct 2019,£0.00,5.25
769,Aspire: Ina's Tale,17th Dec 2021,£11.69,6.62
770,Assassin's Creed III Remastered,21st May 2019,£29.99,5.64
771,Assassin's Creed: The Ezio Collection,17th Feb 2022,£44.99,7.25
772,Assassin's Creed: The Rebel Collection,6th Dec 2019,£39.99,8.74
773,Assault Android Cactus+,8th Mar 2019,£17.99,8.17
774,Assault ChaingunS KM,24th Sep 2020,£8.99,0.0
775,Assault Gunners HD Edition,5th Jul 2018,£7.99,5.56
776,Assault on Metaltron,19th Mar 2019,£5.99,6.67
777,Assault Suits Valken Declassified,30th Mar 2023,£14.99,7.74
778,Astalon: Tears of the Earth,2nd Jun 2021,£15.09,8.46
779,Astebreed,8th Nov 2018,£10.39,7.7
780,Asterix & Obelix XXL 2,29th Nov 2018,£13.49,7.0
781,Asterix & Obelix XXL: Romastered,22nd Oct 2020,£35.99,3.33
782,Asterix & Obelix XXL3: The Crystal Menhir,21st Nov 2019,£31.49,3.33
783,Asterix & Obelix XXXL – The Ram From Hibernia,27th Oct 2022,£44.99,3.33
784,Asterix & Obelix: Slap them All!,2nd Dec 2021,£34.99,6.67
785,Asteroids: Recharged,27th Dec 2021,£7.99,7.4
786,Astral Chain,30th Aug 2019,£49.99,9.07
787,Astria Ascending,30th Sep 2021,£35.99,6.4
788,Astro Aqua Kitty,8th Apr 2021,£11.99,7.48
789,Astro Bears,19th Jul 2019,£5.99,6.67
790,Astro Bears Party,28th Sep 2017,£4.49,5.85
791,Astro Duel Deluxe,30th May 2017,£8.99,6.35
792,Astro Rangers,31st Dec 2021,£1.79,0.0
793,Astrodogs,8th Apr 2022,£11.70,6.67
794,Astrologaster,18th Feb 2021,£8.99,7.39
795,Astrology and Horoscopes Premium,14th Feb 2019,£7.99,0.0
796,Astroneer,13th Jan 2022,£23.74,7.5
797,Astronite,30th Nov 2022,£13.99,7.32
798,Astronomical Club for Queers,23rd Dec 2022,£8.99,6.67
799,AstroWings: Space War,8th Oct 2020,£7.29,0.0
800,At Sundown: Shots in the Dark,22nd Jan 2019,£17.99,6.67
801,Atari 50: The Anniversary Celebration,11th Nov 2022,£35.99,8.91
802,Atari Flashback Classics,24th Jan 2019,£35.99,7.24
803,Atari Mania,13th Oct 2022,£22.49,7.36
804,Atelier Ayesha: The Alchemist of Dusk DX,14th Jan 2020,£32.99,6.99
805,Atelier Escha & Logy: Alchemists of the Dusk Sky DX,14th Jan 2020,£32.99,7.42
806,Atelier Firis: The Alchemist and the Mysterious Journey DX,22nd Apr 2021,£32.99,7.13
807,Atelier Lulua: The Scion of Arland,24th May 2019,£49.99,8.07
808,Atelier Lydie & Suelle: Alchemists of the Mysterious Painting,30th Mar 2018,£53.99,6.74
809,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,22nd Apr 2021,£32.99,8.38
810,Atelier Meruru: The Apprentice of Arland DX,4th Dec 2018,£34.99,6.5
811,Atelier Rorona: The Alchemist of Arland DX,4th Dec 2018,£34.99,7.63
812,Atelier Ryza 2: Lost Legends & the Secret Fairy,29th Jan 2021,£89.99,8.28
813,Atelier Ryza 3: Alchemist of the End & the Secret Key,24th Mar 2023,£36.99,8.57
814,Atelier Ryza: Ever Darkness & the Secret Hideout,1st Nov 2019,£49.99,8.59
815,Atelier Shallie: Alchemists of the Dusk Sea DX,14th Jan 2020,£32.99,7.42
816,Atelier Sophie 2: The Alchemist of the Mysterious Dream,25th Feb 2022,£54.99,8.21
817,Atelier Sophie: The Alchemist of the Mysterious Book DX,22nd Apr 2021,£32.99,7.38
818,Atelier Totori: The Adventurer of Arland DX,4th Dec 2018,£34.99,5.83
819,Atom RPG,4th Sep 2020,£24.29,6.67
820,Atomic Heist,13th Sep 2019,£7.19,6.0
821,Atomicrops,28th May 2020,£13.49,7.66
822,ATOMIK: RunGunJumpGun,8th Feb 2018,£7.99,7.63
823,Atomine,25th May 2018,£8.99,5.93
824,Atone: Heart of the Elder Tree,27th Jan 2023,£13.49,7.13
825,Attack of the Toy Tanks,28th Jun 2019,£4.99,4.84
826,Attack on Beetle,17th Jan 2022,£4.69,0.0
827,Attacker-chan!,13th Oct 2022,£3.99,0.0
828,Attentat 1942,12th May 2022,£12.59,0.0
829,ATV Drift & Tricks,22nd Nov 2018,£13.49,0.0
830,Autobahn Police Simulator 2,24th Feb 2022,£35.99,6.67
831,Automachef,23rd Jul 2019,£10.99,6.48
832,Autonauts,16th Jun 2022,£15.99,6.9
833,Autumn's Journey,11th Dec 2020,£4.99,5.77
834,Avenger Bird,5th Feb 2019,£1.79,5.0
835,Avenging Spirit,28th Jul 2022,£5.99,6.43
836,Aviary Attorney: Definitive Edition,30th Jan 2020,£14.99,8.25
